id,precio,idConsumidor,idMenuAleatorio,nitEmpresa 
1377,7,297,1377,1526
1378,27,39,1378,1980
1379,41,848,1379,1495
1380,47,151,1380,1071
1381,72,690,1381,1755
1382,32,436,1382,2000
1383,66,767,1383,1491
1384,23,397,1384,1876
1385,83,755,1385,1567
1386,4,125,1386,1261
1387,98,366,1387,1828
1388,96,546,1388,1882
1389,70,785,1389,1777
1390,6,481,1390,1092
1391,52,560,1391,1375
1392,71,60,1392,1109
1393,72,9,1393,1484
1394,72,384,1394,1781
1395,42,350,1395,1082
1396,94,223,1396,1667
1397,59,363,1397,1270
1398,14,896,1398,1674
1399,23,289,1399,1250
1400,76,505,1400,1701
1401,90,941,1401,1914
1402,83,19,1402,1947
1403,7,519,1403,1400
1404,83,208,1404,1061
1405,52,460,1405,1080
1406,10,833,1406,1221
1407,91,386,1407,1519
1408,67,174,1408,1816
1409,2,604,1409,1777
1410,29,733,1410,1373
1411,39,27,1411,1985
1412,77,455,1412,1987
1413,22,250,1413,1422
1414,23,1000,1414,1242
1415,66,561,1415,1672
1416,50,101,1416,1317
1417,24,986,1417,1721
1418,35,436,1418,1168
1419,70,258,1419,1432
1420,89,173,1420,1020
1421,78,327,1421,1481
1422,85,149,1422,1339
1423,69,317,1423,1977
1424,98,222,1424,1493
1425,37,777,1425,1414
1426,50,841,1426,1282
1427,94,64,1427,1273
1428,64,391,1428,1352
1429,43,738,1429,1702
1430,73,293,1430,1252
1431,8,818,1431,1471
1432,28,36,1432,1813
1433,36,780,1433,1568
1434,47,72,1434,1021
1435,20,123,1435,1115
1436,57,315,1436,1727
1437,70,593,1437,1619
1438,18,971,1438,1440
1439,34,769,1439,1782
1440,95,497,1440,1583
1441,22,341,1441,1464
1442,87,764,1442,1915
1443,45,321,1443,1843
1444,23,617,1444,1445
1445,32,7,1445,1492
1446,74,861,1446,1533
1447,91,658,1447,1188
1448,67,715,1448,1901
1449,85,993,1449,1554
1450,9,342,1450,1218
1451,3,513,1451,1343
1452,38,493,1452,1723
1453,34,83,1453,1555
1454,75,351,1454,1195
1455,33,207,1455,1696
1456,56,666,1456,1733
1457,31,104,1457,1357
1458,5,853,1458,1575
1459,39,229,1459,1026
1460,5,343,1460,1873
1461,75,757,1461,1965
1462,54,425,1462,1423
1463,16,130,1463,1890
1464,7,781,1464,1113
1465,50,364,1465,1224
1466,70,934,1466,1460
1467,76,743,1467,1638
1468,4,838,1468,1742
1469,23,257,1469,1735
1470,41,944,1470,1036
1471,36,996,1471,1482
1472,47,695,1472,1104
1473,10,191,1473,1472
1474,20,672,1474,1825
1475,16,422,1475,1682
1476,32,803,1476,1631
1477,11,644,1477,1194
1478,16,403,1478,1835
1479,81,297,1479,1156
1480,43,560,1480,1186
1481,71,114,1481,1800
1482,82,385,1482,1678
1483,14,676,1483,1324
1484,20,106,1484,1290
1485,61,716,1485,1371
1486,44,899,1486,1922
1487,79,701,1487,1762
1488,60,188,1488,1525
1489,39,320,1489,1202
1490,92,49,1490,1488
1491,59,878,1491,1029
1492,13,611,1492,1952
1493,17,469,1493,1234
1494,63,196,1494,1593
1495,51,334,1495,1153
1496,32,418,1496,1062
1497,23,32,1497,1264
1498,13,748,1498,1830
1499,46,950,1499,1305
1500,36,732,1500,1657
1501,42,40,1501,1019
1502,81,499,1502,1669
1503,52,285,1503,1699
1504,100,852,1504,1689
1505,86,306,1505,1381
1506,93,300,1506,1059
1507,99,967,1507,1809
1508,79,957,1508,1622
1509,34,383,1509,1483
1510,67,527,1510,1356
1511,48,985,1511,1399
1512,34,444,1512,1958
1513,32,995,1513,1889
1514,23,420,1514,1906
1515,5,265,1515,1811
1516,34,938,1516,1058
1517,1,256,1517,1103
1518,3,296,1518,1003
1519,70,969,1519,1428
1520,78,753,1520,1470
1521,55,251,1521,1385
1522,23,650,1522,1203
1523,36,909,1523,1923
1524,29,95,1524,1006
1525,35,31,1525,1590
1526,17,849,1526,1342
1527,49,935,1527,1068
1528,64,711,1528,1582
1529,80,599,1529,1099
1530,47,384,1530,1695
1531,12,433,1531,1368
1532,66,310,1532,1402
1533,80,758,1533,1200
1534,44,912,1534,1415
1535,84,677,1535,1073
1536,49,584,1536,1572
1537,63,606,1537,1552
1538,29,795,1538,1732
1539,47,866,1539,1297
1540,58,840,1540,1627
1541,2,660,1541,1391
1542,15,145,1542,1514
1543,57,489,1543,1269
1544,28,459,1544,1601
1545,14,746,1545,1773
1546,18,61,1546,1249
1547,100,510,1547,1163
1548,13,959,1548,1633
1549,76,120,1549,1577
1550,82,790,1550,1692
1551,100,744,1551,1477
1552,72,275,1552,1651
1553,49,977,1553,1605
1554,72,820,1554,1091
1555,29,638,1555,1123
1556,8,175,1556,1208
1557,51,791,1557,1380
1558,84,991,1558,1122
1559,18,751,1559,1320
1560,16,714,1560,1826
1561,88,882,1561,1834
1562,48,809,1562,1603
1563,15,46,1563,1853
1564,5,361,1564,1146
1565,79,680,1565,1794
1566,51,416,1566,1069
1567,65,813,1567,1002
1568,68,162,1568,1557
1569,4,111,1569,1581
1570,64,533,1570,1025
1571,58,888,1571,1772
1572,2,634,1572,1001
1573,54,59,1573,1623
1574,5,159,1574,1465
1575,80,597,1575,1959
1576,31,221,1576,1296
1577,72,699,1577,1652
1578,50,411,1578,1141
1579,32,720,1579,1787
1580,2,124,1580,1333
1581,87,288,1581,1265
1582,64,760,1582,1808
1583,95,863,1583,1614
1584,31,982,1584,1854
1585,94,735,1585,1441
1586,93,295,1586,1118
1587,91,344,1587,1299
1588,22,143,1588,1517
1589,96,435,1589,1124
1590,82,844,1590,1175
1591,43,47,1591,1147
1592,16,319,1592,1089
1593,58,512,1593,1197
1594,84,857,1594,1725
1595,64,553,1595,1043
1596,45,477,1596,1942
1597,65,223,1597,1219
1598,63,585,1598,1683
1599,69,79,1599,1810
1600,56,846,1600,1711
1601,59,365,1601,1426
1602,21,945,1602,1349
1603,13,539,1603,1750
1604,6,696,1604,1591
1605,3,277,1605,1032
1606,38,228,1606,1012
1607,26,15,1607,1908
1608,14,562,1608,1688
1609,47,811,1609,1054
1610,19,451,1610,1629
1611,63,482,1611,1256
1612,44,989,1612,1643
1613,21,721,1613,1189
1614,89,387,1614,1294
1615,80,243,1615,1497
1616,34,616,1616,1449
1617,22,134,1617,1676
1618,93,722,1618,1869
1619,51,172,1619,1509
1620,40,376,1620,1753
1621,57,824,1621,1768
1622,3,276,1622,1585
1623,52,224,1623,1418
1624,43,1,1624,1167
1625,47,613,1625,1743
1626,92,554,1626,1276
1627,100,448,1627,1275
1628,84,856,1628,1804
1629,91,253,1629,1353
1630,26,834,1630,1598
1631,36,12,1631,1350
1632,88,784,1632,1635
1633,11,528,1633,1086
1634,80,631,1634,1393
1635,69,28,1635,1881
1636,81,559,1636,1361
1637,94,540,1637,1653
1638,23,200,1638,1105
1639,63,338,1639,1013
1640,74,465,1640,1639
1641,79,575,1641,1828
1642,71,917,1642,1395
1643,37,723,1643,1280
1644,2,541,1644,1748
1645,82,13,1645,1749
1646,38,923,1646,1900
1647,92,569,1647,1851
1648,6,581,1648,1940
1649,11,264,1649,1340
1650,22,975,1650,1405
1651,18,167,1651,1040
1652,30,219,1652,1284
1653,65,815,1653,1286
1654,16,674,1654,1760
1655,40,37,1655,1325
1656,19,132,1656,1287
1657,32,263,1657,1030
1658,13,601,1658,1532
1659,11,776,1659,1665
1660,35,572,1660,1133
1661,80,449,1661,1179
1662,2,358,1662,1953
1663,35,874,1663,1788
1664,83,665,1664,1839
1665,49,798,1665,1860
1666,46,506,1666,1821
1667,48,388,1667,1586
1668,15,35,1668,1951
1669,64,38,1669,1677
1670,44,496,1670,1986
1671,36,410,1671,1306
1672,47,583,1672,1924
1673,37,836,1673,1745
1674,97,865,1674,1995
1675,35,131,1675,1780
1676,73,53,1676,1856
1677,34,914,1677,1419
1678,52,309,1678,1877
1679,18,141,1679,1911
1680,36,953,1680,1751
1681,68,532,1681,1235
1682,81,17,1682,1962
1683,26,965,1683,1512
1684,15,402,1684,1714
1685,83,84,1685,1489
1686,43,610,1686,1110
1687,39,557,1687,1757
1688,52,742,1688,1143
1689,25,911,1689,1233
1690,93,241,1690,1812
1691,13,706,1691,1162
1692,73,169,1692,1383
1693,70,442,1693,1660
1694,75,525,1694,1140
1695,31,536,1695,1031
1696,48,829,1696,1011
1697,90,921,1697,1476
1698,38,490,1698,1490
1699,80,534,1699,1279
1700,22,942,1700,1903
1701,23,326,1701,1508
1702,71,129,1702,1779
1703,7,474,1703,1895
1704,16,598,1704,1845
1705,57,930,1705,1452
1706,67,398,1706,1326
1707,29,855,1707,1238
1708,12,325,1708,1546
1709,35,356,1709,1367
1710,62,466,1710,1802
1711,1,685,1711,1600
1712,34,612,1712,1511
1713,63,783,1713,1547
1714,66,198,1714,1654
1715,64,545,1715,1329
1716,23,382,1716,1211
1717,98,375,1717,1878
1718,8,272,1718,1994
1719,59,80,1719,1902
1720,62,408,1720,1161
1721,35,979,1721,1658
1722,71,240,1722,1666
1723,79,483,1723,1345
1724,45,731,1724,1832
1725,80,659,1725,1650
1726,67,182,1726,1436
1727,42,870,1727,1946
1728,85,862,1728,1670
1729,6,607,1729,1798
1730,23,457,1730,1992
1731,18,566,1731,1035
1732,26,822,1732,1976
1733,4,762,1733,1703
1734,33,20,1734,1412
1735,62,487,1735,1783
1736,55,877,1736,1106
1737,88,14,1737,1473
1738,28,183,1738,1145
1739,36,768,1739,1928
1740,96,63,1740,1876
1741,52,70,1741,1791
1742,71,125,1742,1049
1743,88,897,1743,1562
1744,37,336,1744,1528
1745,27,136,1745,1271
1746,66,367,1746,1056
1747,71,500,1747,1183
1748,53,883,1748,1144
1749,7,225,1749,1257
1750,25,193,1750,1301
1751,19,93,1751,1888
1752,89,494,1752,1346
1753,5,729,1753,1527
1754,23,586,1754,1225
1755,25,828,1755,1065
1756,79,637,1756,1094
1757,89,765,1757,1833
1758,94,910,1758,1524
1759,75,922,1759,1523
1760,17,648,1760,1206
1761,46,661,1761,1095
1762,68,884,1762,1142
1763,80,98,1763,1792
1764,98,26,1764,1807
1765,29,353,1765,1980
1766,36,730,1766,1045
1767,72,274,1767,1077
1768,87,839,1768,1805
1769,35,887,1769,1047
1770,7,78,1770,1563
1771,46,58,1771,1803
1772,7,983,1772,1204
1773,36,69,1773,1328
1774,47,209,1774,1046
1775,54,949,1775,1178
1776,90,805,1776,1661
1777,64,555,1777,1738
1778,41,94,1778,1355
1779,63,859,1779,1215
1780,58,940,1780,1365
1781,13,362,1781,1917
1782,78,495,1782,1463
1783,23,549,1783,1741
1784,5,893,1784,1230
1785,85,252,1785,1093
1786,84,155,1786,1644
1787,49,117,1787,1805
1788,78,548,1788,1212
1789,14,10,1789,1134
1790,53,214,1790,1404
1791,22,89,1791,1284
1792,56,797,1792,1051
1793,25,825,1793,1771
1794,41,269,1794,1661
1795,64,458,1795,1084
1796,87,204,1796,1898
1797,78,133,1797,1246
1798,18,423,1798,1938
1799,96,931,1799,1103
1800,27,668,1800,1990
1801,70,881,1801,1037
1802,53,165,1802,1428
1803,8,538,1803,1963
1804,25,948,1804,1369
1805,26,472,1805,1388
1806,56,896,1806,1884
1807,46,91,1807,1137
1808,57,247,1808,1442
1809,95,100,1809,1390
1810,14,812,1810,1843
1811,26,428,1811,1554
1812,83,289,1812,1214
1813,37,652,1813,1809
1814,21,654,1814,1464
1815,56,74,1815,1360
1816,42,883,1816,1858
1817,28,467,1817,1275
1818,35,366,1818,1758
1819,6,121,1819,1579
1820,54,9,1820,1944
1821,31,490,1821,1838
1822,56,636,1822,1034
1823,45,554,1823,1467
1824,24,52,1824,1582
1825,31,811,1825,1986
1826,28,382,1826,1939
1827,23,294,1827,1517
1828,54,317,1828,1511
1829,53,806,1829,1412
1830,68,572,1830,1707
1831,1,14,1831,1910
1832,27,3,1832,1207
1833,66,18,1833,1827
1834,48,456,1834,1565
1835,89,376,1835,1237
1836,58,246,1836,1617
1837,19,32,1837,1922
1838,66,234,1838,1597
1839,43,155,1839,1749
1840,92,667,1840,1094
1841,50,836,1841,1179
1842,48,83,1842,1764
1843,80,4,1843,1217
1844,60,249,1844,1462
1845,64,703,1845,1121
1846,76,641,1846,1943
1847,32,697,1847,1013
1848,80,682,1848,1149
1849,75,217,1849,1703
1850,44,894,1850,1978
1851,60,692,1851,1620
1852,78,11,1852,1458
1853,73,212,1853,1396
1854,39,228,1854,1914
1855,31,696,1855,1113
1856,24,409,1856,1605
1857,74,293,1857,1507
1858,12,158,1858,1553
1859,83,953,1859,1439
1860,100,25,1860,1188
1861,71,399,1861,1719
1862,78,828,1862,1588
1863,58,13,1863,1658
1864,5,28,1864,1147
1865,57,645,1865,1495
1866,48,68,1866,1354
1867,88,833,1867,1102
1868,39,786,1868,1830
1869,12,312,1869,1001
1870,49,880,1870,1251
1871,9,354,1871,1400
1872,13,516,1872,1774
1873,63,771,1873,1498
1874,37,381,1874,1171
1875,56,468,1875,1535
1876,84,466,1876,1446
1877,23,618,1877,1338
1878,84,610,1878,1304
1879,80,858,1879,1341
1880,97,837,1880,1572
1881,13,297,1881,1491
1882,13,519,1882,1920
1883,84,487,1883,1004
1884,48,674,1884,1629
1885,75,720,1885,1459
1886,82,842,1886,1326
1887,57,65,1887,1893
1888,62,368,1888,1857
1889,83,267,1889,1256
1890,24,314,1890,1173
1891,57,780,1891,1065
1892,24,183,1892,1897
1893,23,522,1893,1493
1894,44,783,1894,1093
1895,30,347,1895,1229
1896,40,765,1896,1170
1897,30,885,1897,1220
1898,2,826,1898,1930
1899,21,221,1899,1790
1900,33,637,1900,1816
1901,55,102,1901,1625
1902,92,675,1902,1175
1903,97,642,1903,1593
1904,39,448,1904,1730
1905,52,831,1905,1457
1906,72,194,1906,1611
1907,15,863,1907,1966
1908,15,984,1908,1454
1909,30,755,1909,1523
1910,61,527,1910,1208
1911,96,605,1911,1870
1912,47,619,1912,1111
1913,7,440,1913,1954
1914,71,195,1914,1863
1915,83,859,1915,1826
1916,47,782,1916,1010
1917,11,305,1917,1573
1918,10,586,1918,1539
1919,67,570,1919,1560
1920,95,362,1920,1414
1921,36,569,1921,1315
1922,29,662,1922,1098
1923,39,393,1923,1967
1924,1,669,1924,1477
1925,70,23,1925,1794
1926,60,558,1926,1261
1927,24,50,1927,1333
1928,75,729,1928,1047
1929,49,402,1929,1238
1930,55,233,1930,1753
1931,33,325,1931,1422
1932,33,511,1932,1219
1933,70,509,1933,1917
1934,8,903,1934,1468
1935,40,192,1935,1313
1936,54,671,1936,1258
1937,73,390,1937,1694
1938,31,60,1938,1783
1939,47,444,1939,1195
1940,9,595,1940,1382
1941,5,319,1941,1269
1942,5,629,1942,1919
1943,80,846,1943,1964
1944,4,159,1944,1301
1945,68,643,1945,1076
1946,65,718,1946,1556
1947,94,550,1947,1557
1948,16,7,1948,1728
1949,10,315,1949,1342
1950,15,625,1950,1387
1951,34,577,1951,1025
1952,78,982,1952,1384
1953,19,803,1953,1250
1954,57,397,1954,1524
1955,2,790,1955,1310
1956,30,147,1956,1787
1957,40,751,1957,1045
1958,58,331,1958,1618
1959,4,89,1959,1020
1960,87,208,1960,1335
1961,81,681,1961,1008
1962,64,116,1962,1635
1963,74,972,1963,1501
1964,63,514,1964,1537
1965,80,283,1965,1228
1966,17,406,1966,1115
1967,60,887,1967,1303
1968,86,377,1968,1015
1969,27,580,1969,1740
1970,36,443,1970,1053
1971,3,272,1971,1844
1972,58,33,1972,1574
1973,47,589,1973,1283
1974,70,777,1974,1011
1975,20,948,1975,1946
1976,30,601,1976,1784
1977,23,910,1977,1697
1978,89,725,1978,1769
1979,50,296,1979,1866
1980,60,200,1980,1357
1981,34,940,1981,1850
1982,71,974,1982,1641
1983,49,856,1983,1985
1984,23,434,1984,1295
1985,40,418,1985,1801
1986,76,557,1986,1281
1987,69,384,1987,1183
1988,100,392,1988,1957
1989,28,609,1989,1204
1990,96,500,1990,1846
1991,15,701,1991,1924
1992,25,80,1992,1236
1993,35,346,1993,1666
1994,48,460,1994,1124
1995,100,512,1995,1721
1996,19,834,1996,1320
1997,45,378,1997,1988
1998,94,26,1998,1515
1999,21,445,1999,1873
2000,79,597,2000,1411
